RegNum,'Form','Genus','Species','Country','State','Precise Location','Latitude','Longitude','Date Collected','Date Registered',Sex,Age
M.1834.001,Dry,Rattus,rattus,Australia,New South Wales,Colo Vale,"34° 24' "" S","150° 29' "" E",,10/25/10,,
M.1844,SKIN SKULL?,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,6/1/06,Male,
M.1844.001,Dry,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,10/25/10,,
M.1845,SKIN SKULL IN SKIN,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,7/4/06,Male,
M.1845.001,Dry,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,10/25/10,,
M.1846,SKIN SKULL,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,7/4/06,Male,
M.1846.001,Dry,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,10/25/10,,
M.1847.001,Dry,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,10/25/10,,
M.1848,SKIN SKULL IN SKIN,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,7/13/06,Male,
M.1848.001,Dry,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,10/25/10,,
M.1849,SKIN SKULL IN SKIN,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,7/13/06,Male,
M.1849.001,Dry,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,10/25/10,,
M.185,SKULL IN SKIN,Rattus,rattus,Australia,New South Wales,Wattazomah,,,,,,
M.1852,SKIN SKULL IN SKIN,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,7/17/06,Female,
M.1852.001,Dry,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,10/25/10,,
M.18545,skull in skin,Hydromys,chrysogaster,Australia,New South Wales,Bathurst,"33° 25' "" S","149° 35' "" E",,7/15/88,,
M.1855,SKIN SKULL IN SKIN,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,7/17/06,,Juvenile
M.18604,Skin Skull,Conilurus,penicillatus,Australia,Western Australia,King Sound,"16° 44' "" S","123° 18' "" E",,2/9/88,,
M.1861,SKIN SKULL IN SKIN,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,7/23/06,Female,
M.1861.001,Dry,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,10/25/10,,
M.1862,SKIN SKULL IN SKIN,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,7/23/06,Female,
M.1862.001,Dry,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,10/25/10,,
M.1864,Dry,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,7/23/06,Female,
M.1865,SKIN SKULL IN SKIN,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,7/23/06,Female,
M.1865.001,Dry,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,10/25/10,,
M.1867,SKIN SKULL IN SKIN,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,7/23/06,Female,
M.1867.001,Dry,Rattus,rattus,Australia,New South Wales,Wagga Wagga,"35° 07' "" S","147° 22' "" E",,10/25/10,,
M.19479,Dry and wet,Pseudomys,gracilicaudatus,Australia,New South Wales,"Steel Box Flora Reserve, Mt Pikapene State Forest, near Casino","29° 01' "" S","152° 48' "" E",9/1/88,9/26/88,Male,Adult
M.19480.001,Skull,Rattus,tunneyi,Australia,New South Wales,"Selection Flat Flora Reserve, Myrtle State Forest, S of Casino","29° 10' "" S","152° 58' "" E",,9/26/88,Male,Adult
M.19580,Skull,Rattus,fuscipes,Australia,New South Wales,"Gloucester R, above picnic area Barrington Tops National Park","31° 55' "" S","152° 02' "" E",6/8/76,10/17/88,,
M.19581.001,Skull,Rattus,leucopus,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",7/21/76,10/17/88,,
M.19581.002,Skeleton,Rattus,leucopus,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",7/21/76,10/17/88,,
M.19582.001,Skull,Rattus,leucopus,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",7/21/76,10/17/88,,
M.19610.001,Skull,Rattus,leucopus,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",7/21/76,10/19/88,,
M.19635,Dry and wet,Pseudomys,bolami,Australia,New South Wales,"Nanya Station, SW of Menindee Lakes","33° 13' "" S","141° 19' "" E",10/5/88,11/15/88,Male,subadult
M.1967,SKIN SKULL?,Uromys,caudimaculatus,Australia,Queensland,COOKTOWN,"15° 28' "" S","145° 15' "" E",,6/5/08,,
M.202,SKIN SKULL IN SKIN,Rattus,fuscipes,Australia,New South Wales,Lithgow,"33° 29' "" S","150° 10' "" E",,,,Juvenile
M.2020,SKIN SKULL IN SKIN,Hydromys,chrysogaster,Australia,Western Australia,CRANBROOK,"34° 18' "" S","117° 33' "" E",,10/21/08,Male,
M.20228.001,Skull,Rattus,leucopus,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",11/13/75,5/3/89,Female,Adult
M.20229.001,Skull,Rattus,leucopus,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",11/3/75,5/3/89,Male,Adult
M.20229.002,Skeleton,Rattus,leucopus,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",11/3/75,5/3/89,Male,Adult
M.20230.001,Skull,Rattus,leucopus,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",11/11/75,5/3/89,Male,Adult
M.20231.001,Skull,Rattus,leucopus,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",11/11/75,5/3/89,Female,
M.20232.001,Skull,Rattus,leucopus,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",11/7/75,5/3/89,Female,Adult
M.20233,skin skull,Rattus,fuscipes,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",11/3/75,5/3/89,Female,Adult
M.20234.001,Skull,Rattus,leucopus,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",11/11/75,5/3/89,Male,Adult
M.20235.001,Skull,Rattus,leucopus,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",11/11/75,5/3/89,Male,Adult
M.20236,skin skull,Rattus,fuscipes,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",11/11/75,5/4/89,Male,Adult
M.20237,skin skull,Rattus,fuscipes,Australia,Queensland,Thornton Peak,"16° 10' "" S","145° 23' "" E",11/5/75,5/4/89,Male,Juvenile
M.20238.001,Skull,Rattus,,Australia,Queensland,Thornton Peak.,"16° 10' "" S","145° 23' "" E",,5/4/89,,Juvenile
M.20240,skin skull,Rattus,lutreolus,Australia,Queensland,Thornton Peak.,"16° 10' "" S","145° 23' "" E",,5/4/89,,Juvenile
M.20241.001,Skull,Rattus,,Australia,Queensland,Thornton Peak.,"16° 10' "" S","145° 23' "" E",,5/4/89,,Juvenile
M.2063,SKIN SKULL,Melomys,cervinipes,Australia,Queensland,DUNK ISLAND,"17° 57' "" S","146° 09' "" E",,9/1/09,,
M.2064,SKIN SKULL,Melomys,cervinipes,Australia,Queensland,DUNK ISLAND,"17° 57' "" S","146° 09' "" E",,9/1/09,,
M.2102,"Mount, skull in situ",Melomys,cervinipes,Australia,Queensland,Dunk Island,"17° 57' "" S","146° 09' "" E",,3/11/10,Male,Adult
M.21204,Skin Skull,Zyzomys,argurus,Australia,Northern Territory,Makbumandia Groote Eylandt,"13° 58' "" S","136° 35' "" E",5/8/89,11/15/89,Female,Juvenile
M.21205,Skin Skull,Zyzomys,argurus,Australia,Northern Territory,Pass to turn off to Makbumandia Groote Eylandt,"13° 58' "" S","136° 35' "" E",5/7/89,11/15/89,Female,Adult
M.21206,Skin Skull,Melomys,burtoni,Australia,Northern Territory,Mouth of Angurugu River Groote Eylandt,"13° 58' "" S","136° 35' "" E",3/30/89,11/15/89,Female,Adult
M.21225.001,Skull,Zyzomys,argurus,Australia,Northern Territory,4th Beach North of Alyangula Groote Eylandt,"13° 58' "" S","136° 35' "" E",5/6/89,11/21/89,Male,Adult
M.21227.002,Skull,Zyzomys,argurus,Australia,Northern Territory,4th Beach North of Alyangula Groote Eylandt,"13° 58' "" S","136° 35' "" E",5/6/89,11/21/89,Female,Adult
M.21228,Skin Skull,Melomys,burtoni,Australia,Northern Territory,Flat at Beach North of Alyangula Groote Eylandt,"13° 58' "" S","136° 35' "" E",5/2/89,11/21/89,Male,Juvenile
M.21229.001,Skull,Pseudomys,delicatulus,Australia,Northern Territory,Sand dunes at mouth of Angurugu River Groote Eylandt,"13° 58' "" S","136° 26' "" E",5/5/89,11/21/89,Female,Adult
M.21232,Skull,Melomys,burtoni,Australia,Northern Territory,Mouth of Angurugu River Groote Eylandt,"13° 58' "" S","136° 35' "" E",4/30/89,11/21/89,Male,Adult
M.21675.001,Skull,Rattus,nativitatis,Australia,,"Christmas Island, Phosphate Hill","10° 25' 30"" S","105° 41' 37"" E",1/0/00,4/4/90,Female,Adult
M.21676.001,Skull,Rattus,macleari,Australia,Western Australia,Christmas Island: Flying Fish Cove,"10° 25' 37"" S","105° 40' 12"" E",1/0/00,,Male,Adult
M.2170,SKIN SKULL,Mesembriomys,gouldii,Australia,Northern Territory,POINT CHARLES PORT DARWIN,"12° 27' "" S","130° 50' "" E",,12/20/10,,
M.2171,SKIN SKULL,Rattus,rattus,Australia,New South Wales,Moss Vale,"34° 33' "" S","150° 23' "" E",,12/20/10,,
M.2171.001,Dry,Rattus,rattus,Australia,New South Wales,Moss Vale,"34° 33' "" S","150° 23' "" E",,10/25/10,,
M.2175,Skin skull,Mus,musculus,Australia,New South Wales,"Surry Hills, Sydney","33° 53' "" S","151° 15' "" E",1/1/11,1/9/11,,
M.2182,SKIN SKULL,Pseudomys,albocinereus,Australia,Western Australia,BERNIER ISLAND,"24° 52' "" S","113° 08' "" E",,2/28/11,Male,
M.2183.001,Skull,Pseudomys,albocinereus,Australia,Western Australia,BERNIER ISLAND,"24° 52' "" S","113° 08' "" E",,2/28/11,Female,
M.22628,"Skin, skull",Rattus,rattus,Australia,New South Wales,"Wollongbar Agric. Station, between Lismore and Alstonville","28° 49' "" S","153° 24' "" E",6/26/90,9/7/90,,Adult
M.2271,SKIN SKULL IN SKIN,Hydromys,chrysogaster,Australia,New South Wales,"Botanic Gardens, Sydney","33° 53' "" S","151° 13' "" E",,7/30/12,,
M.22903.003,Skull,Rattus,leucopus,Australia,Queensland,Big Creek crossing 8km South of Cape York.,"10° 44' "" S","142° 31' "" E",9/23/90,11/5/90,Male,
M.22904.003,Skull,Rattus,leucopus,Australia,Queensland,Mt. Misery South of Cooktown.,"15° 33' "" S","135° 12' "" E",9/28/90,11/5/90,Male,
M.22975,Skull,Notomys,,Australia,New South Wales,"Gap Range, Mootwingee National Park, 38.5 km NE of homestead","31° 03' "" S","142° 36' "" E",9/27/88,11/13/90,,
M.22976.001,Skull,Rattus,,Australia,New South Wales,"Gap Range, Mootwingee National Park, 38.5 km NE of homestead","31° 03' "" S","142° 36' "" E",9/27/88,,,
M.22977.001,Skull,Rattus,,Australia,New South Wales,"Gap Range, Mootwingee National Park, 38.5 km NE of homestead","31° 03' "" S","142° 36' "" E",9/27/88,11/13/90,,
M.22978.001,Skull,Notomys,,Australia,New South Wales,"Peregrine Pass, Bynguano Range, Mootwingee National Park","31° 12' "" S","142° 18' "" E",9/12/89,11/13/90,,
M.22979,Dry,Mus,,Australia,New South Wales,"Peregrine Pass, Bynguano Range, Mootwingee National Park","31° 12' "" S","142° 18' "" E",9/12/89,11/13/90,,
M.22980.001,Skull,Notomys,longicaudatus,Australia,New South Wales,"Peregrine Pass, Bynguano Range, Mootwingee National Park","31° 12' "" S","142° 18' "" E",9/12/89,11/13/90,,
M.22981,Skull,Notomys,,Australia,New South Wales,"Peregrine Pass, Bynguano Range, Mootwingee National Park","31° 12' "" S","142° 18' "" E",9/12/89,11/13/90,,
M.22982.001,Skull,Rattus,,Australia,New South Wales,"Peregrine Pass, Bynguano Range, Mootwingee National Park","31° 12' "" S","142° 18' "" E",9/12/89,11/13/90,,
M.22983.001,Skull,Rattus,,Australia,New South Wales,"Peregrine Pass, Bynguano Range, Mootwingee National Park","31° 12' "" S","142° 18' "" E",9/12/89,11/13/90,,
M.22993,"Skin, skull",Melomys,cervinipes,Australia,Queensland,"Cool Moon Creek Track off Tully Falls Road,","17° 43' "" S","145° 32' "" E",9/16/90,11/14/90,Male,
M.22994,"Skin, skull",Melomys,cervinipes,Australia,Queensland,"Ship Rock N Mt. Poverty turnoff, Mt. Misery Rd. nr. Cooktown","15° 48' "" S","145° 16' "" E",9/29/90,11/14/90,Female,
M.22995,"Skin, skull",Melomys,burtoni,Australia,Queensland,"Ship Rock N Mt. Poverty turnoff, Mt. Misery Rd. nr. Cooktown","15° 48' "" S","145° 16' "" E",9/29/90,11/14/90,Male,
M.22996,"Skin, skull",Melomys,capensis,Australia,Queensland,"Mango camp, Gordons Creek, Portland Rds. Track, Iron Range","12° 43' "" S","143° 18' "" E",9/19/90,11/14/90,Female,
M.22997,"Skin, skull",Melomys,capensis,Australia,Queensland,"Mango camp, Gordons Creek, Portland Rds. Track, Iron Range","12° 43' "" S","143° 18' "" E",9/19/90,11/14/90,Male,
