Reg,RegNum,Scientific Name,Species Common Name,Sex,Collection Locality,Date Collected,Collector,Specimen Notes,Notes,Specimen Form,Specimen Part,Current Location,Age,Stage,Total Length,Hindfoot Length,Ear Length,Unit,Weight,Unit of Weight
C,31142,Liomys irroratus  alleni,Mexican Spiny Pocket Mouse,Female,"Mexico, Tamaulipas",,Unknown,,Exchange,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 7 - LEVEL A -  Cabinet (L1103100) -  Drawer (L1089031),,,,,,mm,,grams
C,31140,Liomys irroratus  alleni,Mexican Spiny Pocket Mouse,Female,"Mexico, Tamaulipas",,Unknown,,Exchange,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 7 - LEVEL A -  Cabinet (L1103100) -  Drawer (L1089031),,,,,,mm,,grams
C,4296,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, New South Wales, 8 km SW of Pericoe (37 09 S, 149 32 E)",03/04/1962,"Coventry, A John - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088993),,,240,33.1,20.2,mm,40,grams
C,3958,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, New South Wales, 8 km south of Pericoe (37 09 S, 149 32 E)",03/04/1962,"Coventry, A John - Museum Victoria
Ryan, R M",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088994),,,,34,21.3,mm,90,grams
C,3955,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, New South Wales, 8 km south of Pericoe (37 09 S, 149 32 E)",03/04/1962,"Coventry, A John - Museum Victoria
Ryan, R M",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088994),,,,32.9,20.4,mm,50,grams
C,4294,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, New South Wales, 8 km SW of Pericoe (37 09 S, 149 32 E)",03/04/1962,"Coventry, A John - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088993),,,,33.2,21,mm,65,grams
C,14116,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Corringal beach (37 45 S, 148 25 E)",19/04/1972,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,319,31,27,mm,84,grams
C,14046,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Coast track west of Mallacoota (37 35 S, 149 35 E)",13/02/1969,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,,,,mm,,grams
C,20902,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Porepunkah (36 42 S, 146 55 E)",05/11/1968,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1103265),,,337,34,27,mm,123,grams
C,20900,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah (36 42 S, 146 55 E)",05/11/1968,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1103265),,,349,34,26,mm,148,grams
C,20903,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Porepunkah (38 21 S, 141 36 E)",05/11/1968,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1103265),,,330,34,23,mm,127,grams
C,33138,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah Junction Plateau (36 42 S, 146 55 E)",04/11/1968,"Seebeck, J H",plus gonads and ectoparasites,Locality: says Juction Plantation in register,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1103265),,,350,,22,mm,173,grams
C,33154,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,No locality,,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,,,,mm,,grams
C,14111,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Mt Wombat (36 51 S, 145 40 E)",12/03/1972,Field Naturalists Club Victoria (FNCV),,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,307,32,26,mm,90,grams
C,8740,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Wangarabelle Rd, 2.7km from Princes Hwy (37 12 S, 149 34 E)",26/03/1969,"Dixon, Joan M - Museum Victoria",,"Alcoholic not located March, 1990",Dry,"Skeleton, skull",MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088993),,,,,,mm,58,grams
C,31480,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, Childers Forest (38 18 S, 146 07 E)",12/08/1954,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,14137,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Aire River Valley (38 35 S, 143 50 E)",03/10/1968,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,301,31,20,mm,86.5,grams
C,14325,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Heathmere (38 13 S, 141 37 E)",23/11/1962,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,318,28.5,22.5,mm,101,grams
C,14258,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, North of Forrest,jn of Main Road & Corangamete Road (38 30 S, 143 40 E)",22/01/1963,"Tumman, R S",,,Dry,"Skin, skull",MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239736) -  Drawer (L1089045),,,327,32,24,mm,1025,grams
C,1384,Rattus fuscipes  assimilis,Australian Bush Rat,Female,Australia,16/12/1946,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,4629,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, Whittlesea (37 31 S, 145 07 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088993),,,,,,mm,,grams
C,16801,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, 1.6 km south along Cape Otway Road,12 km SW of Apollo Bay (38 47 S, 143 32 E)",03/03/1975,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088994),,,325,32,24,mm,153.1,grams
C,3954,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, New South Wales, 8 km south of Pericoe (37 09 S, 149 32 E)",03/04/1962,"Coventry, A John - Museum Victoria
Ryan, R M",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088994),,,,32,23,mm,50,grams
C,9716,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Queensland, Alderley,Brisbane (27 28 S, 153 01 E)",1960,"Dixon, Joan M - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088994),Juvenile,,,,,mm,,grams
C,14219,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Bridgewater Lakes (38 19 S, 141 24 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,321,30.5,23.5,mm,103,grams
C,14115,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Bemm River,8 km east of bridge (37 46 S, 148 58 E)",15/04/1972,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,253,31,22.5,mm,65,grams
C,3959,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, New South Wales, 8 km south of Pericoe (37 09 S, 149 32 E)",03/04/1962,"Coventry, A John - Museum Victoria
Ryan, R M",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088994),,,359,35,22.7,mm,,grams
C,4295,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, New South Wales, 8 km SW of Pericoe (37 09 S, 149 32 E)",03/04/1962,"Coventry, A John - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088993),,,,33.5,20.8,mm,,grams
C,33169,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,No locality,,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,,,,mm,,grams
C,14222,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Bridgewater Lakes (38 19 S, 141 24 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,328,30,22,mm,110,grams
C,33170,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,No locality,,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,,,,mm,,grams
C,3956,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, 16 km south of Buchan (37 38 S, 148 11 E)",08/04/1962,"Coventry, A John - Museum Victoria
Ryan, R M",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088994),,,327,35.2,23.9,mm,85,grams
C,4297,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, New South Wales, 8 km SW of Pericoe (37 09 S, 149 32 E)",03/04/1962,"Coventry, A John - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088993),,,286,35.9,20.9,mm,50,grams
C,14043,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Belka Road,west of Mallacoota (37 30 S, 149 30 E)",12/02/1969,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,249,32,21,mm,59.5,grams
C,14223,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Heathmere (38 13 S, 141 37 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,332,30,21,mm,116,grams
C,3957,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, New South Wales, 8 km south of Pericoe (37 09 S, 149 32 E)",03/04/1962,"Coventry, A John - Museum Victoria
Ryan, R M",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1088994),,,273,33.3,23.1,mm,80,grams
C,14178,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah junction plantation (36 42 S, 146 55 E)",03/11/1968,"Seebeck, J H
Tumman, R S",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,340,34.5,22,mm,154,grams
C,14188,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah (36 42 S, 146 55 E)",07/11/1968,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,335,35,21.5,mm,158,grams
C,126,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,Australia,,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,,,,mm,,grams
C,421,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, Hordern Vale (38 45 S, 143 27 E)",24/08/1934,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,,,,mm,,grams
C,6858,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, 11.2 km NW of Lorne (38 30 S, 143 58 E)",23/04/1966,"Dixon, Joan M - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,327,34,22,mm,,grams
C,10512,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Slaughteryard Creek Study Area,Myrtleford (36 37 S, 146 40 E)",18/01/1972,"Suckling, G C",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,,,,mm,,grams
C,689,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, New South Wales, Argalong (35 18 S, 148 24 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,,,,mm,,grams
C,20822,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah (36 42 S, 146 55 E)",06/11/1968,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1089050),,,318,35,27,mm,,grams
C,7330,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Gellibrand River (38 31 S, 143 33 E)",23/05/1967,"Dixon, Joan M - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,292,30.9,20,mm,72,grams
C,9653,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Mcmichaels Hut,Bennison High Plains (37 25 S, 146 45 E)",15/05/1970,"Griffiths, C R
Slee, M J",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,,,15.8,mm,,grams
C,6174,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Traralgon Creek Road (38 20 S, 146 32 E)",26/09/1965,"Dixon, Joan M - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,323,33,20,mm,125,grams
C,22564,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Great Glennie Island (39 05 S, 146 14 E)",/11/1975,"Braithwaite, R W",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,,,,mm,,grams
C,220,Rattus fuscipes  assimilis,Australian Bush Rat,Male,Australia,23/10/1933,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,,,,mm,,grams
C,10531,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, Guys Forest,Mt Burrowa area (36 04 S, 146 38 E)",,"Hutchinson, C",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,,,,mm,,grams
C,387,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, Portland (38 21 S, 141 36 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,,,,mm,,grams
C,20823,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah (36 42 S, 146 55 E)",06/11/1968,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1089050),,,360,73,14,mm,,grams
C,11310,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, 16 km SW of Myrtleford (36 40 S, 146 38 E)",10/11/1972,"Stephens, L A",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 3 - LEVEL A -  Cabinet (L1239711) -  Drawer (L1089068),,,,,,mm,,grams
C,20033,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Peacock Spur (36 53 S, 146 18 E)",11/06/1972,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1089051),,,310,32,21,mm,55.7,grams
C,14181,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Porepunkah Junction Plateau (36 42 S, 146 55 E)",04/11/1968,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,326,32,25,mm,133,grams
C,1400,Rattus fuscipes  assimilis,Australian Bush Rat,Female,Australia,30/09/1946,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239710) -  Drawer (L1088997),,,,,,mm,,grams
C,14220,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Bridgewater Lakes (38 19 S, 141 24 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,284,30,22,mm,74,grams
C,14119,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Mt Saint Bernard,Dargo Road (37 00 S, 147 04 E)",/04/1972,"Norris, K C",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,320,34,24,mm,149.5,grams
C,14184,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah Junction Plateau (36 42 S, 146 55 E)",05/11/1968,"Tumman, R S",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,346,32,22,mm,17,grams
C,14234,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Steens Valley,west of Warrenbayne PO (36 42 S, 145 53 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,325,33,20,mm,90,grams
C,14183,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah Junction Plateau (36 42 S, 146 55 E)",05/11/1968,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,223,31,23,mm,46,grams
C,14081,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Mt St Bernard (37 01 S, 147 05 E)",15/05/1970,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,323,36,23,mm,106,grams
C,14118,Rattus fuscipes  assimilis,Australian Bush Rat,Unknown,"Australia, Victoria, Mt Hotham (36 59 S, 147 08 E)",/04/1972,"Norris, K C",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,,,,mm,,grams
C,14189,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Porepunkah (36 42 S, 146 55 E)",07/11/1968,"Tumman, R S",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),Juvenile,,260,31,20,mm,55,grams
C,14120,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, The Gurdies (38 22 S, 145 34 E)",29/01/1972,Field Naturalists Club Victoria (FNCV),,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,321,32,28,mm,100,grams
C,14045,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Belka Road,west of Mallacoota (37 30 S, 149 30 E)",12/02/1969,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,223,29,20,mm,52.5,grams
C,14235,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Steens Valley,west of Warrenbayne PO (36 42 S, 145 53 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,215,31,22.5,mm,90,grams
C,14047,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Coast track west of Mallacoota (37 35 S, 149 35 E)",13/02/1969,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,274,30,22,mm,70,grams
C,14048,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Belka Road,west of Mallacoota (37 30 S, 149 30 E)",13/02/1969,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,315,30,23,mm,112,grams
C,14192,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Porepunkah (36 42 S, 146 55 E)",07/11/1968,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,333,34,22,mm,137,grams
C,14110,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Upper Thompson River (37 40 S, 146 10 E)",13/02/1972,Field Naturalists Club Victoria (FNCV),,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089046),,,327,31.5,26,mm,110,grams
C,10100,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Tidal Overlook Track, Wilsons Promontory (39 02 S, 146 20 E)",08/05/1971,Unknown,,,Dry,"Spirit, skull",,,,,,,mm,,grams
C,20551,Rattus fuscipes  assimilis,Australian Bush Rat,Female,"Australia, Victoria, Dinner Plain Creek,Mt Hotham (36 59 S, 147 08 E)",11/02/1967,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089052),,,331,33,22,mm,,grams
C,15016,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Mortimore Reserve,6.4 km east of Gembrook (37 59 S, 145 36 E)",12/12/1971,Field Naturalists Club Victoria (FNCV),,,Dry,Skull,,,,338,32,24,mm,156.6,grams
C,20466,Rattus fuscipes  assimilis,Australian Bush Rat,Male,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",26/07/1963,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 2 - LEVEL A -  Cabinet (L1239735) -  Drawer (L1089052),,,326,33,24.5,mm,130,grams
