Reg,RegNum,Scientific Name,Species Common Name,Sex,Collection Locality,Date Collected,Collector,Specimen Notes,Notes,Specimen Form,Specimen Part,Current Location,Age,Stage,Total Length,Hindfoot Length,Ear Length,Unit,Weight,Unit of Weight
C,19813,Rattus  rattus,Black Rat,Male,"Australia, Victoria, Edwards Point (38 13 S, 144 42 E)",25/02/1973,Field Naturalists Club Victoria (FNCV),,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),,,465,37,26,mm,171.9,grams
C,6880,Rattus  rattus,Black Rat,Male,"Australia, Victoria, 11.2 km north of Jamieson (37 11 S, 146 08 E)",11/04/1966,"Traynor, M G",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,,35,22,mm,123,grams
C,20575,Rattus  rattus,Black Rat,Female,"Australia, Victoria, Parwan Creek (37 41 S, 144 17 E)",21/08/1963,Unknown,,Head+body=170mm,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),,,,32,24.5,mm,148,grams
C,20228,Rattus  rattus,Black Rat,Female,"Australia, Victoria, Portsea Quarantine Station (38 19 S, 144 43 E)",27/09/1973,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089038),,,403,34.5,27.9,mm,179.5,grams
C,20578,Rattus  rattus,Black Rat,Male,"Australia, Victoria, Parwan Creek (37 41 S, 144 17 E)",21/08/1963,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),,,370,33.5,23,mm,127,grams
C,26089,Rattus  rattus,Black Rat,Unknown,"Australia, Victoria, Anglesea (38 25 S, 144 11 E)",13/03/1983,"Wegener, A",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,,,,mm,,grams
C,26273,Rattus  rattus,Black Rat,Unknown,"Australia, Victoria, The Grampians, Victoria Range (37 24 S, 142 14 E)",1984,"Close, R",Found in cave at peak of range surrounded by steep slopes of heath.,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,,,,mm,,grams
C,20237,Rattus  rattus,Black Rat,Female,"Australia, Victoria, Portsea Quarantine Station (38 19 S, 144 43 E)",27/09/1973,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089038),,,362,32,26.7,mm,123.5,grams
C,20565,Rattus  rattus,Black Rat,Female,"Australia, Victoria, Parwan Creek (37 41 S, 144 17 E)",20/08/1963,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),,,395,34,21.5,mm,120,grams
C,20240,Rattus  rattus,Black Rat,Unknown,"Australia, Victoria, Mt Eccles (38 04 S, 141 56 E)",/07/1974,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),,,,,,mm,,grams
C,14889,Rattus  rattus,Black Rat,Female,"Australia, Victoria, Melvilles Caves area (36 36 S, 142 45 E)",12/03/1973,Field Naturalists Club Victoria (FNCV),,,Dry,"Skin, skull",MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089040),,,326,31,24.5,mm,77,grams
C,20227,Rattus  rattus,Black Rat,Female,"Australia, Victoria",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),,,385,33,24,mm,105.3,grams
C,27463,Rattus  rattus,Black Rat,Unknown,"Australia, Victoria, Broomfield (37 23 S, 143 55 E)",,"Draper, R",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),Juvenile,,,,,mm,,grams
C,26180,Rattus  rattus,Black Rat,Male,"Australia, Victoria, Mt Macedon (37 23 S, 144 34 E)",22/10/1959,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,385,,,mm,180,grams
C,22938,Rattus  rattus,Black Rat,Male,"Australia, Victoria, Healesville Sanctuary",/02/1976,"Braithwaite, R W",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,,,,mm,,grams
C,25061,Rattus  rattus,Black Rat,Unknown,"Australia, Victoria, Five Mile Creek Reserve,Venus Bay (38 42 S, 145 48 E)",29/03/1981,"Baillie, C J",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,,,,mm,,grams
C,22935,Rattus  rattus,Black Rat,Male,"Australia, Victoria, Boneo (38 25 S, 144 53 E)",/06/1976,"Braithwaite, R W",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,,,,mm,,grams
C,20161,Rattus  rattus,Black Rat,Unknown,"Australia, Victoria, Edwards Point (38 13 S, 144 42 E)",1970,"Holbeach, P",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089038),,,,,,mm,,grams
C,4904,Rattus  rattus,Black Rat,Male,"Australia, Western Australia, King River near Albany (34 56 S, 117 54 E)",07/05/1906,"Charter, J HJ",,H&B:115. Skull not located Jul 1990,Dry,"Skin, skull",MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089041),,,,40,18,mm,,grams
C,27040,Rattus  rattus,Black Rat,Female,"Australia, Victoria, Coopers Creek (37 59 S, 146 26 E)",/08/1985,"Hall, B",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,265,33.6,21.2,mm,100,grams
C,14861,Rattus  rattus,Black Rat,Male,"Australia, Victoria, 3.2 km north of Riddells Creek (37 14 S, 144 22 E)",24/09/1967,Field Naturalists Club Victoria (FNCV),,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),,,372,32,22,mm,140,grams
C,20328,Rattus  rattus,Black Rat,Female,"Australia, Victoria, Lerderderg River (37 35 S, 144 24 E)",22/08/1963,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089038),,,375,33.5,23.5,mm,145,grams
C,22936,Rattus  rattus,Black Rat,Male,"Australia, Victoria, Cranbourne (38 07 S, 145 17 E)",/07/1976,"Braithwaite, R W",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,,,,mm,,grams
C,20245,Rattus  rattus,Black Rat,Female,"Australia, Victoria, Portsea Quarantine Station (38 19 S, 144 43 E)",27/09/1973,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089038),,,325,31.4,25.8,mm,92.4,grams
C,20223,Rattus  rattus,Black Rat,Male,"Australia, Victoria, East of Telangatuk East (37 04 S, 141 59 E)",04/01/1974,Field Naturalists Club Victoria (FNCV),,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),,,375,33,25,mm,166,grams
C,20582,Rattus  rattus,Black Rat,Male,"Australia, Victoria, Lerderderg River (37 35 S, 144 24 E)",22/08/1963,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),,,355,33.5,24.5,mm,125,grams
C,26137,Rattus  rattus,Black Rat,Female,"Australia, Victoria, Avondale Heights (37 46 S, 144 52 E)",07/02/1963,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,,,,mm,,grams
C,20243,Rattus  rattus,Black Rat,Female,"Australia, Victoria, Lerderderg Ranges (37 35 S, 144 24 E)",11/08/1973,Field Naturalists Club Victoria (FNCV),,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),,,320,31,25,mm,85,grams
C,20571,Rattus  rattus,Black Rat,Female,"Australia, Victoria, Parwan Creek (37 41 S, 144 17 E)",20/08/1963,Unknown,,Head+body=160mm,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),Juvenile,,,32,24.5,mm,85,grams
C,20574,Rattus  rattus,Black Rat,Male,"Australia, Victoria, Parwan Creek (37 41 S, 144 17 E)",21/08/1963,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),,,405,34,24,mm,195,grams
C,20252,Rattus  rattus,Black Rat,Male,"Australia, Victoria, 0.8 km SW of Point Leo foreshore (38 25 S, 145 03 E)",11/02/1962,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089038),,,310,31,21,mm,,grams
C,20041,Rattus  rattus,Black Rat,Male,"Australia, Victoria, Nunawading (37 49 S, 145 10 E)",21/06/1974,"Baum, F T",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089038),,,402,36,25,mm,152,grams
C,5563,Rattus  rattus,Black Rat,Female,"Australia, Victoria, SW of Kyneton (37 15 S, 144 27 E)",04/01/1965,"Hamilton, N",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,165,32,22,mm,140,grams
C,8845,Rattus  rattus,Black Rat,Male,"Australia, Victoria, Alphington (37 47 S, 145 02 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,182,22.2,14.6,mm,15,grams
C,653,Rattus  rattus,Black Rat,Male,"Australia, Victoria, Bittern (38 21 S, 145 10 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089039),,,,,,mm,,grams
C,14866,Rattus  rattus,Black Rat,Female,"Australia, Victoria, Pomonal (37 11 S, 142 37 E)",02/04/1968,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 1 - LEVEL A -  Cabinet (L1239709) -  Drawer (L1089037),,,369,34,22,mm,122,grams
DTC,348,Mesembriomys  gouldii,Black-footed Tree Rat,Male,"Australia, Northern Territory, Near Cape Arnhem (12 21 S, 136 59 E)",06/09/1936,"Thomson, D F",,"Map series SD:5304. See: Dixon, J.M.,and Huxley, L.(1985). Donald Thomson's Mammals and Fishes of Northern Australia. Thomas Nelson. Melbourne",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 4 - LEVEL A -  Cabinet (L1239712) -  Drawer (L1104437),,,630,77,44,mm,,grams
C,7570,Mesembriomys  gouldii,Black-footed Tree Rat,Female,"Australia, Northern Territory, Oenpelli (12 20 S, 133 03 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 4 - LEVEL A -  Cabinet (L1239712) -  Drawer (L1104437),,,,,,mm,,grams
C,7571,Mesembriomys  gouldii,Black-footed Tree Rat,Male,"Australia, Northern Territory, Oenpelli (12 20 S, 133 03 E)",08/07/1912,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 4 - LEVEL A -  Cabinet (L1239712) -  Drawer (L1104437),,,,,,mm,,grams
C,7573,Mesembriomys  gouldii,Black-footed Tree Rat,Female,"Australia, Northern Territory, Hermit Hill (13 46 S, 130 29 E)",10/08/1894,Unknown,body mount,,Dry,Skull,,,,,,,mm,,grams
C,30147,Cynomys  ludovicianus,Black-tailed Prairie Dog,Unknown,"United States of America, Kansas",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 8 - LEVEL A -  Cabinet (L1103099) -  Drawer (L1399878),,,,,,mm,,grams
C,16094,Cynomys  ludovicianus,Black-tailed Prairie Dog,Unknown,Captive,,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 8 - LEVEL A -  Cabinet (L1103099) -  Drawer (L1399878),,,,,,mm,,grams
C,31284,Thomomys  bottae,Botta's Pocket Gopher,Male,"United States of America, California, Berkeley, Alameda, California",18/03/1962,"Russell, W C",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 7 - LEVEL A -  Cabinet (L1103100) -  Drawer (L1089031),,,240,29,7,mm,,grams
C,31283,Thomomys  bottae,Botta's Pocket Gopher,Female,"United States of America, Las Huertas picnic ground, Sandia Mts Sandoval Co.,0.97 km E, 8.4 km S of Placitas, New Mexico",22/04/1956,"Sands, J L",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 7 - LEVEL A -  Cabinet (L1103100) -  Drawer (L1089031),,,211,28,5,mm,113.8,grams
C,2823,Dasyprocta  leporina,Brazilian Agouti,Female,Captive,,Unknown,,"Old foreign material, specimen needs to be checked to confirm location and identification. Probable current combination  .",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 10 - BAY 4 - LEVEL A -  Cabinet (L1239705) -  Drawer (L1104347),,,,,,mm,,grams
C,2825,Dasyprocta  leporina,Brazilian Agouti,Unknown,Captive,,Unknown,,"Old foreign material, specimen needs to be checked to confirm location and identification. Probable current combination  .",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 10 - BAY 4 - LEVEL A -  Cabinet (L1239705) -  Drawer (L1104347),,,,,,mm,,grams
C,2505,Dasyprocta  leporina,Brazilian Agouti,Male,Captive,,Unknown,,"Old foreign material, specimen needs to be checked to confirm location and identification. Probable current combination  .",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 10 - BAY 4 - LEVEL A -  Cabinet (L1239705) -  Drawer (L1104347),,,,,,mm,,grams
C,2506,Dasyprocta  leporina,Brazilian Agouti,Female,Captive,,Unknown,,"Old foreign material, specimen needs to be checked to confirm location and identification. Probable current combination  .",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 10 - BAY 4 - LEVEL A -  Cabinet (L1239705) -  Drawer (L1104347),,,,,,mm,,grams
C,2824,Dasyprocta  leporina,Brazilian Agouti,Unknown,Captive,,Unknown,,"Old foreign material, specimen needs to be checked to confirm location and identification. Probable current combination  .",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 10 - BAY 4 - LEVEL A -  Cabinet (L1239705) -  Drawer (L1104347),,,,,,mm,,grams
C,5540,Mastacomys  fuscus,Broad-toothed Mouse,Male,"Australia, Victoria, Lavers Hill (38 41 S, 143 23 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,842,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Beech Forest (38 38 S, 143 34 E)",20/07/1937,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,31803,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Bellell Creek, site 21 (37 32 S, 145 50 E)",22/07/1981,"Seebeck, J H",,"Specimen died during handling first time caught today, imperforate, non parous",Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,278,32,23,mm,113,grams
C,15672,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",29/08/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,278,33,21,mm,108,grams
C,15066,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Gold Hole Rd between Forrest and Gerangamete (38 30 S, 143 44 E)",29/11/1971,"Spiers, J
Stephens, L A",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,302,34,22,mm,93.5,grams
C,7885,Mastacomys  fuscus,Broad-toothed Mouse,Male,"Australia, Tasmania, 9.6 km west of Waratah (38 49 S, 145 55 E)",11/02/1965,"Green, R H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,200,Mastacomys  fuscus,Broad-toothed Mouse,Unknown,"Australia, Victoria, Swan Island, near Queenscliff (38 15 S, 144 41 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,26783,Mastacomys  fuscus,Broad-toothed Mouse,Unknown,"Australia, Victoria, Buchan Caves (37 30 S, 148 10 E)",02/10/1985,"Schafer, I",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,26270,Mastacomys  fuscus,Broad-toothed Mouse,Male,"Australia, Victoria, 3 km SW of Barramunga (38 35 S, 143 40 E)",12/06/1980,"Du Guesclin, P",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,902,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Beech Forest (38 38 S, 143 34 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,31802,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Cambarville, O'Shannassy Catchment (37 40 S, 145 48 E)",20/05/1981,"Brown, P R",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,310,35,24,mm,135,grams
C,15671,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",03/08/1960,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,293,34.5,23,mm,148,grams
C,850,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Beech Forest (38 38 S, 143 34 E)",20/07/1937,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,5539,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Lavers Hill (38 41 S, 143 23 E)",,Unknown,,Skin in wet collection,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),Juvenile,,,,,mm,,grams
C,24860,Mastacomys  fuscus,Broad-toothed Mouse,Male,"Australia, Victoria, Bellell Ck, Lake Mountain (37 33 S, 145 51 E)",14/01/1981,"Seebeck, J H",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,270,32.7,18.5,mm,79,grams
C,8146,Mastacomys  fuscus,Broad-toothed Mouse,Unknown,"Australia, Victoria, 6.4 km north of Leongatha (38 25 S, 145 57 E)",02/10/1960,"Lyndon, E",,,Dry,"Skull, skeleton (part)",MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,896,Mastacomys  fuscus,Broad-toothed Mouse,Male,"Australia, Victoria, Beech Forest (38 38 S, 143 34 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,136,Mastacomys  fuscus,Broad-toothed Mouse,Male,"Australia, Tasmania, West Coast",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,893,Mastacomys  fuscus,Broad-toothed Mouse,Male,"Australia, Victoria, Beech Forest (38 38 S, 143 34 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,24030,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Loch Valley (37 49 S, 146 01 E)",,Fisheries and Wildlife,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,272,31.5,20,mm,121,grams
C,134,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Mortlake (38 05 S, 142 48 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,849,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Beech Forest (38 38 S, 143 34 E)",20/07/1937,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,135,Mastacomys  fuscus,Broad-toothed Mouse,Unknown,Australia,,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,26088,Mastacomys  fuscus,Broad-toothed Mouse,Unknown,"Australia, Victoria, Grassy Creek,near Aireys Inlet (38 28 S, 144 06 E)",13/03/1983,"Wegener, A",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,848,Mastacomys  fuscus,Broad-toothed Mouse,Male,"Australia, Victoria, Beech Forest (38 38 S, 143 34 E)",20/07/1937,"Brazenor, C W - Museum Victoria",,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,15023,Mastacomys  fuscus,Broad-toothed Mouse,Male,"Australia, Victoria, Mt Hotham (36 58 S, 147 07 E)",13/04/1974,"Warneke, R M",,,Dry,Skull,MELBOURNE (MvCIS) - LOWER GROUND - GALLERY 1 -  Showcase (L1119064),,,320,35.5,23,mm,140,grams
C,903,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Beech Forest (38 38 S, 143 34 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,900,Mastacomys  fuscus,Broad-toothed Mouse,Male,"Australia, Victoria, Beech Forest (38 38 S, 143 34 E)",,Unknown,,,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
C,25245,Mastacomys  fuscus,Broad-toothed Mouse,Female,"Australia, Victoria, Toolangi State Forest (37 29 S, 145 27 E)",23/02/1982,"Macfarlane, M",,AMG 580710,Dry,Skull,MELBOURNE (MvCIS) - STORE H - COMPACTUS 4 - ROW 9 - BAY 5 - LEVEL A -  Cabinet (L1239713) -  Drawer (L1088982),,,,,,mm,,grams
